user_id,order_id,Date,Amount,Merchant_id,Purchase_status
46438033,4317477150,2020-01-17,"30,000",13,
43311668,4318342136,2020-01-17,"100,000",12,
42320559,4327494577,2020-01-17,"30,000",12,
42954609,4321557298,2020-01-17,"20,000",12,
46927031,4317531065,2020-01-17,"10,000",14,
45443496,4319570555,2020-01-17,"20,000",12,
14495690,4318834557,2020-01-17,"50,000",12,
38397473,4318347294,2020-01-17,"100,000",12,
48934127,4327073851,2020-01-17,"50,000",12,
43560597,4319867893,2020-01-17,"20,000",12,
40617261,4317995726,2020-01-17,"20,000",13,
46399565,4324438791,2020-01-17,"30,000",12,
50685259,4329563752,2020-01-17,"10,000",13,
47426906,4322375136,2020-01-17,"20,000",13,
47548676,4317939253,2020-01-17,"20,000",13,
39838550,4329195920,2020-01-17,"200,000",13,Mua h?
29221414,4317295102,2020-01-17,"500,000",12,Mua h?
45375624,4329764827,2020-01-18,"10,000",13,Mua h?
41261520,4338394946,2020-01-18,"20,000",14,
46829877,4336127444,2020-01-18,"50,000",14,Mua h?
45340531,4331806130,2020-01-18,"100,000",13,
36995170,4340243645,2020-01-18,"200,000",12,
44574858,4332181399,2020-01-18,"50,000",14,
45275608,4341202218,2020-01-18,"10,000",14,
51338993,4337507892,2020-01-18,"10,000",12,
42957625,4330513436,2020-01-18,"100,000",12,
5340057,4331447389,2020-01-18,"20,000",12,
45581446,4332489267,2020-01-18,"10,000",12,
46262184,4338883474,2020-01-18,"10,000",12,
51927998,4330122881,2020-01-18,"30,000",12,
51808882,4340730432,2020-01-18,"10,000",13,
50817417,4338309768,2020-01-18,"50,000",12,
50150206,4335870425,2020-01-18,"50,000",12,
38439803,4332573312,2020-01-18,"300,000",12,
47584634,4332462744,2020-01-18,"100,000",12,
3464359,4333207891,2020-01-18,"100,000",12,
48600601,4341599465,2020-01-18,"50,000",14,
33255704,4337452709,2020-01-18,"20,000",13,
30607947,4334633738,2020-01-18,"200,000",14,
44207346,4334269272,2020-01-18,"30,000",12,
52076919,4339347318,2020-01-18,"30,000",12,
11850572,4331715148,2020-01-18,"30,000",12,
43512980,4335740927,2020-01-18,"30,000",12,
50186597,4335908177,2020-01-18,"100,000",12,
37175245,4333790480,2020-01-18,"50,000",12,
42567552,4331756309,2020-01-18,"20,000",14,
39376483,4334268615,2020-01-18,"50,000",12,
14620840,4346197094,2020-01-19,"100,000",12,
49248217,4348497676,2020-01-19,"20,000",13,
25827673,4348620725,2020-01-19,"50,000",14,
50179404,4343570304,2020-01-19,"10,000",12,
51423589,4344906810,2020-01-19,"200,000",12,
31982174,4345812137,2020-01-19,"100,000",13,Mua h?
41862341,4352644954,2020-01-19,"50,000",13,Mua h?
52530258,4342266364,2020-01-19,"100,000",13,
38563498,4342485672,2020-01-19,"10,000",12,
52019273,4352210091,2020-01-19,"200,000",12,
5047202,4341829159,2020-01-19,"50,000",12,
34481675,4342765757,2020-01-19,"300,000",13,Mua h?
39602375,4344330109,2020-01-19,"50,000",12,
8799806,4343444930,2020-01-19,"20,000",12,
43987352,4347338961,2020-01-19,"20,000",13,
44988128,4346197757,2020-01-19,"10,000",12,
44043755,4347274861,2020-01-19,"100,000",14,
48521606,4347367767,2020-01-19,"20,000",12,
40568407,4343283386,2020-01-19,"200,000",12,
42221312,4352269809,2020-01-19,"100,000",12,
